,Sample_ID,R1,R2,Original_ID,Output_ID
186,S0393-01B_K064732,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064732_S23_R1_001.fastq.gz,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064732_S23_R2_001.fastq.gz,S0393-01B,S0393-01B
187,S0394-01,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/20240819_TwistV2/S0394-01_S28_R1_001.fastq.gz,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/20240819_TwistV2/S0394-01_S28_R2_001.fastq.gz,S0394-01,S0394-01
188,S0401-01,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/20240819_TwistV2/S0401-01_S48_R1_001.fastq.gz,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/20240819_TwistV2/S0401-01_S48_R2_001.fastq.gz,S0401-01,S0401-01
189,S0401-01B_K064723,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064723_S14_R1_001.fastq.gz,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064723_S14_R2_001.fastq.gz,S0401-01B,S0401-01B
190,S0402-01_K064734,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064734_S25_R1_001.fastq.gz,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064734_S25_R2_001.fastq.gz,S0402-01,S0402-01
191,S0403-01,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/20240819_TwistV2/S0403-01_S58_R1_001.fastq.gz,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/20240819_TwistV2/S0403-01_S58_R2_001.fastq.gz,S0403-01,S0403-01
192,S0410-01,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/20240819_TwistV2/S0410-01_S15_R1_001.fastq.gz,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/20240819_TwistV2/S0410-01_S15_R2_001.fastq.gz,S0410-01,S0410-01
193,S0412-01,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/20240819_TwistV2/S0412-01_S26_R1_001.fastq.gz,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/20240819_TwistV2/S0412-01_S26_R2_001.fastq.gz,S0412-01,S0412-01
194,S0414-01,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/20240819_TwistV2/S0414-01_S34_R1_001.fastq.gz,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/20240819_TwistV2/S0414-01_S34_R2_001.fastq.gz,S0414-01,S0414-01
195,S0415-01,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/20240819_TwistV2/S0415-01_S12_R1_001.fastq.gz,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/20240819_TwistV2/S0415-01_S12_R2_001.fastq.gz,S0415-01,S0415-01
196,S0416-01,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/20240819_TwistV2/S0416-01_S14_R1_001.fastq.gz,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/20240819_TwistV2/S0416-01_S14_R2_001.fastq.gz,S0416-01,S0416-01
197,S0416-01B_K064710,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064710_S1_R1_001.fastq.gz,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064710_S1_R2_001.fastq.gz,S0416-01B,S0416-01B
198,S0416-01_K064715,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064715_S6_R1_001.fastq.gz,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064715_S6_R2_001.fastq.gz,S0416-01,S0416-01_K064715
199,S0424-01_K064726,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064726_S17_R1_001.fastq.gz,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064726_S17_R2_001.fastq.gz,S0424-01,S0424-01
200,S0428-01_K064711,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064711_S2_R1_001.fastq.gz,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064711_S2_R2_001.fastq.gz,S0428-01,S0428-01
201,S0435-01_K064742,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064742_S33_R1_001.fastq.gz,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064742_S33_R2_001.fastq.gz,S0435-01,S0435-01
202,S0437-01_K064721,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064721_S12_R1_001.fastq.gz,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064721_S12_R2_001.fastq.gz,S0437-01,S0437-01
203,S0438-01_K064739,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064739_S30_R1_001.fastq.gz,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064739_S30_R2_001.fastq.gz,S0438-01,S0438-01
204,S0451-01_K064766,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064766_S57_R1_001.fastq.gz,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064766_S57_R2_001.fastq.gz,S0451-01,S0451-01
205,S0453-01_K064718,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064718_S9_R1_001.fastq.gz,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064718_S9_R2_001.fastq.gz,S0453-01,S0453-01
206,S0454-01_K064767,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064767_S58_R1_001.fastq.gz,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064767_S58_R2_001.fastq.gz,S0454-01,S0454-01
207,S0475-01_K064768,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064768_S59_R1_001.fastq.gz,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064768_S59_R2_001.fastq.gz,S0475-01,S0475-01
208,S0476-01_K064769,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064769_S60_R1_001.fastq.gz,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064769_S60_R2_001.fastq.gz,S0476-01,S0476-01
209,S0477-01_K064770,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064770_S61_R1_001.fastq.gz,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Directsputum/TwistV2_Run2_231224/K064770_S61_R2_001.fastq.gz,S0477-01,S0477-01
