Region,Start,End
NC_2169,3116748,3116817
NC_2170,3119037,3120565
NC_2171,3121828,3123624
NC_2172,3124984,3124995
NC_2173,3126145,3126239
NC_2174,3128964,3128972
NC_2175,3132715,3132891
NC_2176,3133540,3133708
NC_2177,3134594,3134595
NC_2178,3135484,3135787
NC_2179,3136600,3136619
NC_2180,3137225,3137270
NC_2181,3138021,3138098
NC_2182,3140485,3140486
NC_2183,3142223,3142308
NC_2184,3143629,3143634
NC_2185,3147874,3147958
NC_2186,3148259,3148384
NC_2187,3149977,3150170
NC_2188,3152951,3153038
NC_2189,3154632,3154653
NC_2190,3155872,3156147
NC_2191,3158145,3158164
NC_2192,3160522,3160579
NC_2193,3162062,3162267
NC_2194,3164116,3164151
NC_2195,3165193,3165204
NC_2196,3166585,3166683
NC_2197,3167803,3168582
NC_2198,3173001,3173159
NC_2199,3174018,3174058
NC_2200,3174644,3174746
NC_2201,3175373,3175453
NC_2202,3177266,3177536
NC_2203,3177819,3177821
NC_2204,3178086,3178457
NC_2205,3179313,3179367
NC_2206,3180532,3180547
NC_2207,3181763,3181769
NC_2208,3183012,3183137
NC_2209,3183826,3183904
NC_2210,3184568,3184846
NC_2211,3186935,3187029
NC_2212,3187612,3187662
NC_2213,3187978,3188007
NC_2214,3188872,3188875
NC_2215,3189398,3189582
NC_2216,3190679,3190700
NC_2217,3191622,3191643
NC_2218,3192202,3192372
NC_2219,3193159,3193392
NC_2220,3194152,3194165
NC_2221,3196851,3196863
NC_2222,3198286,3198291
NC_2223,3199108,3199118
NC_2224,3199983,3200265
NC_2225,3202021,3202419
NC_2226,3204291,3204380
NC_2227,3205233,3205264
NC_2228,3208329,3208575
NC_2229,3211746,3211802
NC_2230,3212109,3212161
NC_2231,3212957,3212969
NC_2232,3213855,3213911
NC_2233,3214254,3214627
NC_2234,3215573,3215664
NC_2235,3216358,3216360
NC_2236,3216892,3216904
NC_2237,3217148,3217154
NC_2238,3217644,3217826
NC_2239,3218271,3218338
NC_2240,3219215,3219273
NC_2241,3219862,3219862
NC_2242,3221699,3221766
NC_2243,3223525,3223567
NC_2244,3224681,3224707
NC_2245,3226286,3226362
NC_2246,3228244,3228253
NC_2247,3230681,3230737
NC_2248,3232507,3232870
NC_2249,3234140,3234188
NC_2250,3237807,3237817
NC_2251,3238500,3238600
NC_2252,3239471,3239828
NC_2253,3241172,3241221
NC_2254,3241960,3242197
NC_2255,3243282,3243696
NC_2256,3267732,3267736
NC_2257,3272204,3272213
NC_2258,3274903,3274948
NC_2259,3276218,3276379
NC_2260,3282716,3283334
NC_2261,3287833,3288463
NC_2262,3290507,3290623
NC_2263,3291326,3291502
NC_2264,3299955,3299970
NC_2265,3300571,3300595
NC_2266,3302456,3303102
NC_2267,3304249,3304440
NC_2268,3305254,3305278
NC_2269,3306536,3306665
NC_2270,3307392,3307579
NC_2271,3308546,3308667
NC_2272,3309400,3309469
NC_2273,3310298,3310713
NC_2274,3312001,3312100
NC_2275,3312839,3312952
NC_2276,3313202,3313282
NC_2277,3313673,3313772
NC_2278,3315123,3315235
NC_2279,3316457,3316528
NC_2280,3317462,3318329
NC_2281,3318816,3318900
NC_2282,3319468,3319662
NC_2283,3323047,3323070
NC_2284,3323704,3323708
NC_2285,3324477,3324572
NC_2286,3325704,3325933
NC_2287,3326950,3327022
NC_2288,3329947,3329948
NC_2289,3331613,3332070
NC_2290,3332755,3332786
NC_2291,3335749,3335959
NC_2292,3336506,3336795
NC_2293,3337918,3337994
NC_2294,3339000,3339117
NC_2295,3339763,3339853
NC_2296,3342083,3342164
NC_2297,3343119,3343175
NC_2298,3343821,3344032
NC_2299,3344630,3344653
NC_2300,3346076,3346146
NC_2301,3346849,3346858
NC_2302,3347720,3347981
NC_2303,3348474,3348804
NC_2304,3350994,3351268
NC_2305,3353469,3353482
NC_2306,3355070,3355098
NC_2307,3356542,3356814
NC_2308,3357429,3357601
NC_2309,3358568,3358611
NC_2310,3359272,3359584
NC_2311,3360587,3360623
NC_2312,3362987,3363347
NC_2313,3363687,3363692
NC_2314,3364533,3364708
NC_2315,3365831,3365835
NC_2316,3366451,3366643
NC_2317,3368794,3368822
NC_2318,3369855,3369949
NC_2319,3371731,3371814
NC_2320,3372472,3372544
NC_2321,3374621,3374650
NC_2322,3375665,3375757
NC_2323,3376388,3376489
NC_2324,3376853,3376938
NC_2325,3378244,3378328
NC_2326,3378416,3378710
NC_2327,3379002,3379035
NC_2328,3379330,3379375
NC_2329,3380994,3381374
NC_2330,3382623,3382784
NC_2331,3385067,3385162
NC_2332,3386920,3387074
NC_2333,3388032,3388069
NC_2334,3388871,3389100
NC_2335,3391503,3391533
NC_2336,3392779,3392811
NC_2337,3393202,3393379
NC_2338,3393929,3394018
NC_2339,3394922,3395378
NC_2340,3397142,3397213
NC_2341,3398291,3398424
NC_2342,3399409,3399418
NC_2343,3400184,3400191
NC_2344,3401919,3401932
NC_2345,3403163,3403199
NC_2346,3404922,3405135
NC_2347,3406216,3406284
NC_2348,3407689,3408021
NC_2349,3408307,3408403
NC_2350,3409379,3409508
NC_2351,3411084,3411216
NC_2352,3411958,3412084
NC_2353,3414167,3414231
NC_2354,3414685,3414718
NC_2355,3414959,3415434
NC_2356,3415990,3416080
NC_2357,3416696,3416704
NC_2358,3417746,3417798
NC_2359,3418663,3418725
NC_2360,3419377,3419491
NC_2361,3420971,3421740
NC_2362,3423214,3423261
NC_2363,3425428,3425583
NC_2364,3427108,3427242
NC_2365,3429520,3429824
NC_2366,3430251,3430386
NC_2367,3431316,3431427
NC_2368,3431839,3431978
NC_2369,3433623,3433691
NC_2370,3435574,3435797
NC_2371,3436323,3436328
NC_2372,3436686,3436778
NC_2373,3438974,3439071
NC_2374,3441755,3441769
NC_2375,3442598,3442655
NC_2376,3445989,3446039
NC_2377,3447279,3447403
NC_2378,3448427,3448503
NC_2379,3449992,3449996
NC_2380,3451751,3451780
NC_2381,3452888,3452924
NC_2382,3457273,3458210
NC_2383,3459099,3459115
NC_2384,3460808,3460813
NC_2385,3461735,3461759
NC_2386,3463892,3463972
NC_2387,3464450,3464546
NC_2388,3465687,3465777
NC_2389,3467092,3467209
NC_2390,3467927,3468412
NC_2391,3469265,3469300
NC_2392,3469784,3469785
NC_2393,3471370,3471412
NC_2394,3471851,3471851
NC_2395,3473905,3474006
NC_2396,3476962,3477059
NC_2397,3477501,3477648
NC_2398,3478729,3478778
NC_2399,3479684,3479699
NC_2400,3479952,3480073
NC_2401,3480743,3480758
NC_2402,3481290,3481450
NC_2403,3482699,3482775
NC_2404,3483946,3483973
NC_2405,3484808,3484808
NC_2406,3485112,3485131
NC_2407,3486175,3486508
NC_2408,3487712,3488088
NC_2409,3488560,3488568
NC_2410,3489064,3489505
NC_2411,3490376,3490475
NC_2412,3491652,3491807
NC_2413,3492123,3492146
NC_2414,3494182,3494659
NC_2415,3496367,3496550
NC_2416,3499916,3499942
NC_2417,3500750,3501333
NC_2418,3501733,3501793
NC_2419,3502937,3502944
NC_2420,3503278,3503392
NC_2421,3504176,3504194
NC_2422,3505284,3505362
NC_2423,3506770,3506789
NC_2424,3507996,3508094
NC_2425,3509067,3509117
NC_2426,3509547,3509653
NC_2427,3510056,3510087
NC_2428,3511318,3511681
NC_2429,3512069,3512076
NC_2430,3519167,3519281
NC_2431,3522224,3522233
NC_2432,3527386,3527390
NC_2433,3529164,3529337
NC_2434,3529980,3529989
NC_2435,3531139,3531207
NC_2436,3532914,3532942
NC_2437,3533906,3533912
NC_2438,3535352,3535430
NC_2439,3536058,3536101
NC_2440,3538363,3538504
NC_2441,3540746,3540881
NC_2442,3541365,3541442
NC_2443,3542046,3542137
NC_2444,3542846,3542859
NC_2445,3545301,3545446
NC_2446,3546308,3546437
NC_2447,3546798,3547617
NC_2448,3548908,3549253
NC_2449,3549689,3549690
NC_2450,3550144,3550373
NC_2451,3551045,3551280
NC_2452,3552543,3552763
NC_2453,3554026,3554297
NC_2454,3555263,3555421
NC_2455,3556688,3556854
NC_2456,3557065,3557310
NC_2457,3558346,3559562
NC_2458,3560025,3560193
NC_2459,3563173,3563263
NC_2460,3564287,3564363
NC_2461,3565783,3565787
NC_2462,3566688,3566695
NC_2463,3566897,3567023
NC_2464,3568368,3568400
NC_2465,3568680,3569108
NC_2466,3571212,3571334
NC_2467,3571590,3571601
NC_2468,3572544,3572601
NC_2469,3573670,3573730
NC_2470,3580201,3580637
NC_2471,3581313,3581314
NC_2472,3581621,3581626
NC_2473,3582506,3582531
NC_2474,3583711,3583800
NC_2475,3584659,3585003
NC_2476,3585950,3586273
NC_2477,3586835,3586843
NC_2478,3587540,3587797
NC_2479,3589382,3589393
NC_2480,3590618,3590691
NC_2481,3591493,3591645
NC_2482,3594236,3594467
NC_2483,3595434,3595712
NC_2484,3595968,3596028
NC_2485,3597535,3597550
NC_2486,3597767,3598050
NC_2487,3599552,3599850
NC_2488,3602441,3602563
NC_2489,3603323,3603376
NC_2490,3605719,3605750
NC_2491,3607035,3607111
NC_2492,3608255,3608363
NC_2493,3609758,3609780
NC_2494,3610372,3610373
NC_2495,3611190,3611299
NC_2496,3611942,3611958
NC_2497,3613117,3613120
NC_2498,3613604,3613663
NC_2499,3614399,3614456
NC_2500,3617604,3617681
NC_2501,3620532,3620609
NC_2502,3621255,3621569
NC_2503,3622212,3622248
NC_2504,3623092,3623158
NC_2505,3626614,3626662
NC_2506,3627350,3627418
NC_2507,3628064,3628159
NC_2508,3629648,3629751
NC_2509,3630567,3630570
NC_2510,3631989,3632096
NC_2511,3633585,3633674
NC_2512,3636268,3636274
NC_2513,3638710,3638810
NC_2514,3639303,3639424
NC_2515,3639845,3639871
NC_2516,3640142,3640542
NC_2517,3642882,3643176
NC_2518,3644839,3644897
NC_2519,3645978,3645978
NC_2520,3646885,3646894
NC_2521,3647810,3647884
NC_2522,3649382,3649419
NC_2523,3650110,3650233
NC_2524,3650516,3650525
NC_2525,3653348,3653447
NC_2526,3654633,3654636
NC_2527,3658090,3658113
NC_2528,3661170,3661211
NC_2529,3662013,3662061
NC_2530,3664888,3664927
NC_2531,3666250,3666356
NC_2532,3668160,3668168
NC_2533,3669389,3669585
NC_2534,3670000,3670033
NC_2535,3670412,3670444
NC_2536,3671795,3671844
NC_2537,3672298,3672327
NC_2538,3673576,3673601
NC_2539,3675087,3675185
NC_2540,3675996,3676065
NC_2541,3676732,3676774
NC_2542,3681317,3681319
NC_2543,3682088,3682109
NC_2544,3683025,3683050
NC_2545,3685964,3685982
NC_2546,3686901,3686911
NC_2547,3687578,3687684
NC_2548,3689443,3689456
NC_2549,3690939,3691140
NC_2550,3691621,3691638
NC_2551,3693990,3694053
NC_2552,3694861,3694863
NC_2553,3696469,3696469
NC_2554,3697094,3697197
NC_2555,3698098,3698120
NC_2556,3699384,3699403
NC_2557,3700331,3700704
NC_2558,3701017,3701086
NC_2559,3703866,3704101
NC_2560,3704872,3704999
NC_2561,3707564,3707641
NC_2562,3708071,3708073
NC_2563,3708317,3708437
NC_2564,3710380,3710432
NC_2565,3711695,3711748
NC_2566,3714333,3714391
NC_2567,3715709,3715776
NC_2568,3716995,3717089
NC_2569,3719747,3719936
NC_2570,3720783,3721256
NC_2571,3721698,3721730
NC_2572,3722601,3722620
NC_2573,3723632,3723655
NC_2574,3724549,3724614
NC_2575,3725845,3726126
NC_2576,3727477,3727487
NC_2577,3729356,3729363
NC_2578,3736936,3736983
NC_2579,3742775,3743197
NC_2580,3743456,3743710
NC_2581,3753185,3753764
NC_2582,3754257,3754292
NC_2583,3755034,3755951
NC_2584,3767103,3767345
NC_2585,3768141,3768221
NC_2586,3768594,3768735
NC_2587,3768997,3769110
NC_2588,3769501,3769513
NC_2589,3770650,3770772
NC_2590,3771303,3771343
NC_2591,3772535,3772650
NC_2592,3773568,3773573
NC_2593,3777502,3777736
NC_2594,3778202,3778567
NC_2595,3781413,3781500
NC_2596,3784741,3784931
NC_2597,3786273,3786313
NC_2598,3787490,3787725
NC_2599,3788617,3788620
NC_2600,3790049,3790155
NC_2601,3790810,3790847
NC_2602,3792354,3792357
NC_2603,3793249,3793256
NC_2604,3794868,3795099
NC_2605,3796362,3796447
NC_2606,3798490,3799242
NC_2607,3799944,3800091
NC_2608,3801464,3801652
NC_2609,3803849,3803918
NC_2610,3804792,3804864
NC_2611,3805576,3805620
NC_2612,3808438,3808460
NC_2613,3809388,3809441
NC_2614,3811637,3811718
NC_2615,3812346,3812500
NC_2616,3814079,3814089
NC_2617,3814999,3815026
NC_2618,3816107,3816128
NC_2619,3817176,3817238
NC_2620,3818028,3818041
NC_2621,3820403,3820652
NC_2622,3821892,3822261
NC_2623,3823864,3823879
NC_2624,3824585,3824701
NC_2625,3825269,3825329
NC_2626,3826218,3826251
NC_2627,3826959,3826990
NC_2628,3828728,3828782
NC_2629,3829911,3829929
NC_2630,3831520,3831725
NC_2631,3832137,3832145
NC_2632,3833677,3833693
NC_2633,3834522,3834891
NC_2634,3835201,3835271
NC_2635,3836892,3836985
NC_2636,3837289,3837554
NC_2637,3841421,3841713
NC_2638,3842077,3842238
NC_2639,3842770,3843035
NC_2640,3843735,3843884
NC_2641,3844641,3844737
NC_2642,3845971,3847164
NC_2643,3848806,3849293
NC_2644,3850140,3850371
NC_2645,3851755,3851791
NC_2646,3853214,3853214
NC_2647,3853929,3853938
NC_2648,3854794,3855014
NC_2649,3856890,3856910
NC_2650,3857388,3857396
NC_2651,3858240,3858258
NC_2652,3859663,3859664
NC_2653,3859977,3860023
NC_2654,3861371,3861494
NC_2655,3862391,3862623
NC_2656,3862927,3862946
NC_2657,3863265,3863316
NC_2658,3868239,3868351
NC_2659,3872497,3872616
NC_2660,3873406,3873451
NC_2661,3874133,3874403
NC_2662,3874737,3874821
NC_2663,3876823,3876889
NC_2664,3877433,3877463
NC_2665,3878508,3878658
NC_2666,3879265,3879272
NC_2667,3879693,3879695
NC_2668,3880071,3880285
NC_2669,3880400,3880431
NC_2670,3880654,3880906
NC_2671,3881765,3881836
NC_2672,3882833,3882833
NC_2673,3883443,3883524
NC_2674,3884918,3884974
NC_2675,3886070,3886072
NC_2676,3887084,3887143
NC_2677,3888803,3888807
NC_2678,3889342,3889361
NC_2679,3889869,3889947
NC_2680,3890734,3890829
NC_2681,3892092,3892370
NC_2682,3893721,3894092
NC_2683,3894390,3894425
NC_2684,3895608,3895819
NC_2685,3898886,3898908
NC_2686,3900403,3900492
NC_2687,3901183,3901323
NC_2688,3902107,3902149
NC_2689,3902813,3903077
NC_2690,3904617,3904621
NC_2691,3905567,3905771
NC_2692,3907008,3907666
NC_2693,3907991,3908071
NC_2694,3909739,3909889
NC_2695,3913370,3913379
NC_2696,3919201,3919219
NC_2697,3920063,3920096
NC_2698,3920862,3921086
NC_2699,3922041,3922064
NC_2700,3922257,3922470
NC_2701,3923674,3923697
NC_2702,3924820,3924889
NC_2703,3926399,3926568
NC_2704,3930715,3931004
NC_2705,3936711,3936876
NC_2706,3939258,3939616
NC_2707,3944964,3945091
NC_2708,3945749,3945793
NC_2709,3950264,3950823
NC_2710,3952471,3952543
NC_2711,3953336,3953430
NC_2712,3954271,3954324
NC_2713,3955522,3955549
NC_2714,3956261,3956324
NC_2715,3957369,3957520
NC_2716,3958433,3958447
NC_2717,3959513,3959528
NC_2718,3960714,3960754
NC_2719,3961787,3961799
NC_2720,3962325,3962438
NC_2721,3963600,3963604
NC_2722,3964055,3964478
NC_2723,3965193,3965883
NC_2724,3968945,3969342
NC_2725,3970564,3970704
NC_2726,3972454,3972551
NC_2727,3974501,3974510
NC_2728,3975297,3975368
NC_2729,3977061,3977061
NC_2730,3977923,3978058
NC_2731,3985446,3985556
NC_2732,3986733,3986843
NC_2733,3987300,3987381
NC_2734,3988297,3988318
NC_2735,3989099,3989152
NC_2736,3991524,3991620
NC_2737,3994743,3994829
NC_2738,3995700,3995803
NC_2739,3996965,3997028
NC_2740,3997632,3997979
NC_2741,3999639,3999646
NC_2742,4001590,4001636
NC_2743,4008434,4008718
NC_2744,4009283,4009296
NC_2745,4011072,4011085
NC_2746,4012271,4012416
NC_2747,4013494,4013510
NC_2748,4014042,4014076
NC_2749,4016213,4016483
NC_2750,4017084,4017088
NC_2751,4018169,4018357
NC_2752,4019072,4019261
NC_2753,4020129,4020141
NC_2754,4021384,4021424
NC_2755,4023804,4023867
NC_2756,4025040,4025055
NC_2757,4025545,4025829
NC_2758,4026379,4026443
NC_2759,4027887,4027890
NC_2760,4029763,4029870
NC_2761,4033159,4033268
NC_2762,4034043,4034056
NC_2763,4035711,4035856
NC_2764,4036685,4036730
NC_2765,4038051,4038157
NC_2766,4040705,4040980
NC_2767,4041320,4041422
NC_2768,4042941,4042951
NC_2769,4043036,4043040
NC_2770,4043860,4043861
NC_2771,4046119,4046302
NC_2772,4047497,4047704
NC_2773,4050586,4050600
NC_2774,4052884,4052949
NC_2775,4053848,4053880
NC_2776,4054043,4054141
NC_2777,4054697,4054811
NC_2778,4055124,4055196
NC_2779,4056376,4057732
NC_2780,4059886,4059983
NC_2781,4060269,4060294
NC_2782,4060592,4060647
NC_2783,4061890,4061898
NC_2784,4062199,4062526
NC_2785,4063250,4063253
NC_2786,4067286,4067422
NC_2787,4067912,4067956
NC_2788,4069055,4069174
NC_2789,4070471,4070513
NC_2790,4071581,4071790
NC_2791,4073612,4073633
NC_2792,4075410,4075751
NC_2793,4076100,4076483
NC_2794,4077731,4077883
NC_2795,4078451,4078519
NC_2796,4079750,4079924
NC_2797,4080561,4080570
NC_2798,4080766,4081159
NC_2799,4081352,4081515
NC_2800,4082722,4082806
NC_2801,4087258,4087609
NC_2802,4088189,4088327
NC_2803,4088532,4088780
NC_2804,4091097,4091232
NC_2805,4091518,4091840
NC_2806,4092879,4093631
NC_2807,4094528,4094659
NC_2808,4094915,4094922
NC_2809,4095301,4095323
NC_2810,4095531,4095539
NC_2811,4096116,4096138
NC_2812,4097995,4098095
NC_2813,4099149,4099646
NC_2814,4100511,4101264
NC_2815,4104476,4104530
NC_2816,4105458,4105458
NC_2817,4107085,4107791
NC_2818,4109748,4109782
NC_2819,4110482,4110826
NC_2820,4113516,4113520
NC_2821,4114343,4114473
NC_2822,4115895,4116001
NC_2823,4116380,4116477
NC_2824,4117153,4117257
NC_2825,4118053,4118058
NC_2826,4118515,4118529
NC_2827,4118692,4118775
NC_2828,4120956,4121197
NC_2829,4121555,4121915
NC_2830,4124349,4124416
NC_2831,4125377,4125438
NC_2832,4126480,4127294
NC_2833,4128726,4128750
NC_2834,4129084,4129322
NC_2835,4129692,4129892
NC_2836,4131713,4131738
NC_2837,4132393,4132517
NC_2838,4134593,4134725
NC_2839,4136049,4136121
NC_2840,4137115,4137205
NC_2841,4138139,4138201
NC_2842,4139756,4139804
NC_2843,4140464,4140492
NC_2844,4142023,4142043
NC_2845,4142746,4142747
NC_2846,4143921,4143950
NC_2847,4148187,4148317
NC_2848,4148963,4149090
NC_2849,4149481,4149590
NC_2850,4149912,4150029
NC_2851,4151041,4151179
NC_2852,4153484,4153739
NC_2853,4155675,4155739
NC_2854,4156730,4156980
NC_2855,4158223,4158226
NC_2856,4158923,4158930
NC_2857,4159822,4159888
NC_2858,4160501,4160511
NC_2859,4160914,4161047
NC_2860,4161774,4161814
NC_2861,4162259,4162305
NC_2862,4163719,4163735
NC_2863,4166732,4166820
NC_2864,4168129,4168535
NC_2865,4169301,4169466
NC_2866,4170170,4170213
NC_2867,4171144,4171420
NC_2868,4172615,4172954
NC_2869,4174764,4174872
NC_2870,4178071,4178284
NC_2871,4180616,4180679
NC_2872,4181721,4181757
NC_2873,4182835,4182933
NC_2874,4183993,4184011
NC_2875,4184513,4184525
NC_2876,4185891,4186088
NC_2877,4186578,4186633
NC_2878,4187696,4187698
NC_2879,4190233,4190283
NC_2880,4190518,4190832
NC_2881,4193246,4193390
NC_2882,4195374,4195439
NC_2883,4195803,4195885
NC_2884,4196099,4196170
NC_2885,4196507,4196723
NC_2886,4197108,4197235
NC_2887,4197596,4197627
NC_2888,4198138,4198204
NC_2889,4198598,4198873
NC_2890,4199090,4199246
NC_2891,4199706,4199720
NC_2892,4200222,4200420
NC_2893,4201889,4201893
NC_2894,4204418,4204425
NC_2895,4205374,4205537
NC_2896,4205841,4205861
NC_2897,4206918,4206995
NC_2898,4208877,4209046
NC_2899,4209527,4209581
NC_2900,4211010,4211079
NC_2901,4211785,4212292
NC_2902,4212983,4212995
NC_2903,4213941,4214069
NC_2904,4214430,4214614
NC_2905,4214888,4215199
NC_2906,4215776,4215880
NC_2907,4216064,4216077
NC_2908,4216270,4216403
NC_2909,4216731,4217133
NC_2910,4218196,4218240
NC_2911,4218826,4218848
NC_2912,4219674,4219684
NC_2913,4220933,4221088
NC_2914,4222649,4222693
NC_2915,4223681,4223698
NC_2916,4224896,4224984
NC_2917,4226986,4226988
NC_2918,4227526,4227528
NC_2919,4230101,4230255
NC_2920,4231237,4231319
NC_2921,4233598,4233609
NC_2922,4234537,4234779
NC_2923,4235266,4235373
NC_2924,4235740,4235778
NC_2925,4237930,4237931
NC_2926,4243148,4243232
NC_2927,4249811,4249877
NC_2928,4251006,4251084
NC_2929,4252867,4252992
NC_2930,4254328,4254379
NC_2931,4261147,4261152
NC_2932,4263067,4263354
NC_2933,4264366,4264562
NC_2934,4265463,4265641
NC_2935,4266659,4266952
NC_2936,4268837,4268924
NC_2937,4269834,4269839
NC_2938,4270338,4270365
NC_2939,4273476,4273738
NC_2940,4274594,4274797
NC_2941,4276418,4276570
NC_2942,4278086,4278393
NC_2943,4279216,4279229
NC_2944,4280016,4280032
NC_2945,4280789,4280791
NC_2946,4281572,4281646
NC_2947,4282403,4282448
NC_2948,4284332,4284418
NC_2949,4285826,4285972
NC_2950,4286687,4286720
NC_2951,4287936,4288259
NC_2952,4291530,4291638
NC_2953,4293175,4293224
NC_2954,4299606,4299811
NC_2955,4305009,4305055
NC_2956,4305686,4305756
NC_2957,4306812,4306866
NC_2958,4308915,4309046
NC_2959,4310397,4310400
NC_2960,4310815,4311008
NC_2961,4312670,4312764
NC_2962,4313542,4313566
NC_2963,4313981,4314177
NC_2964,4314724,4314737
NC_2965,4315563,4315567
NC_2966,4316597,4318774
NC_2967,4319267,4319280
NC_2968,4319641,4320703
NC_2969,4321328,4321537
NC_2970,4322072,4322325
NC_2971,4323235,4323498
NC_2972,4323898,4324014
NC_2973,4324672,4324682
NC_2974,4324968,4325073
NC_2975,4325479,4325494
NC_2976,4325969,4326003
NC_2977,4327474,4327548
NC_2978,4328200,4328400
NC_2979,4329409,4329416
NC_2980,4329615,4330038
NC_2981,4336082,4336776
NC_2982,4338522,4338848
NC_2983,4340028,4340269
NC_2984,4341479,4341565
NC_2985,4341878,4341879
NC_2986,4342732,4342769
NC_2987,4345036,4345038
NC_2988,4348725,4348826
NC_2989,4350603,4350744
NC_2990,4351045,4351074
NC_2991,4352182,4352273
NC_2992,4352577,4352608
NC_2993,4352897,4353009
NC_2994,4356543,4356692
NC_2995,4357536,4357592
NC_2996,4359783,4360198
NC_2997,4361926,4362031
NC_2998,4364758,4364978
NC_2999,4366839,4366907
NC_3000,4372707,4372799
NC_3001,4373631,4373725
NC_3002,4374014,4374048
NC_3003,4374373,4374483
NC_3004,4375684,4375761
NC_3005,4375996,4376261
NC_3006,4381941,4381942
NC_3007,4382852,4383007
NC_3008,4383641,4383652
NC_3009,4383986,4384146
NC_3010,4386309,4386364
NC_3011,4386815,4387364
NC_3012,4390433,4390436
NC_3013,4390710,4390719
NC_3014,4391032,4391096
NC_3015,4391607,4391630
NC_3016,4393074,4393448
NC_3017,4400152,4400185
NC_3018,4400855,4400869
NC_3019,4401635,4401727
NC_3020,4403083,4403191
NC_3021,4404413,4404432
NC_3022,4405168,4405456
NC_3023,4408203,4408333
NC_3024,4408898,4408968
NC_3025,4410930,4411532
