Original_ID	PacBio_FQ_PATH	Dataset_Tag	PacBio_ID	Illumina_ID	Kraken_Unclassified_Percent	F2	Coll2014	#sample	PacBio_fastlin_mixture	PacBio_fastlin_output	PacBio_fastlin	Illumina_FQ_PATH
S0120-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_240528/m64142_240409_061126.bc2004--bc2004.hifi_reads.fastq.gz	TRUST_PacBio_Set5_240528	MFS-583	MFS-583	0.89	0.0102948543001744	2.2.1	m64142_240409_061126.bc2004--bc2004.hifi_reads	no	2.2.1 (33)	2.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-583
S0139-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_240528/m64142_240409_061126.bc2005--bc2005.hifi_reads.fastq.gz	TRUST_PacBio_Set5_240528	MFS-601	MFS-601	0.62	0.0099043550031557	2.2.1	m64142_240409_061126.bc2005--bc2005.hifi_reads	no	2.2.1 (8)	2.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-601
S0156-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_240528/m64142_240409_061126.bc2006--bc2006.hifi_reads.fastq.gz	TRUST_PacBio_Set5_240528	MFS-611	MFS-611	0.48	0.0109945485363507	2.2.1	m64142_240409_061126.bc2006--bc2006.hifi_reads	no	2.2.1 (32)	2.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-611
S0206-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_240528/m64142_240409_061126.bc2007--bc2007.hifi_reads.fastq.gz	TRUST_PacBio_Set5_240528	MFS-635	MFS-635	0.65	0.0105598169631726	4.1.1.3	m64142_240409_061126.bc2007--bc2007.hifi_reads	no	4.1.1.3 (44)	4.1.1.3	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-635
S0207-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_240528/m64142_240409_061126.bc2008--bc2008.hifi_reads.fastq.gz	TRUST_PacBio_Set5_240528	MFS-636	MFS-636	0.96	0.0113393810032017	2.2.1.1	m64142_240409_061126.bc2008--bc2008.hifi_reads	no	2.2.1.1 (32)	2.2.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-636
S0208-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_240528/m64142_240409_061126.bc2009--bc2009.hifi_reads.fastq.gz	TRUST_PacBio_Set5_240528	MFS-637	MFS-637	0.95	0.0163353036002149	4.1.1.3	m64142_240409_061126.bc2009--bc2009.hifi_reads	no	4.1.1.3 (65)	4.1.1.3	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-637
S0301-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_240528/m64142_240409_061126.bc2010--bc2010.hifi_reads.fastq.gz	TRUST_PacBio_Set5_240528	MFS-656	MFS-656	0.58	0.0058070667090399	4.3.3	m64142_240409_061126.bc2010--bc2010.hifi_reads	no	4.3.3 (28)	4.3.3	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-656
S0325-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_240528/m64142_240409_061126.bc2011--bc2011.hifi_reads.fastq.gz	TRUST_PacBio_Set5_240528	MFS-658	MFS-658	0.47	0.0095910339996767	2.2.1	m64142_240409_061126.bc2011--bc2011.hifi_reads	no	2.2.1 (31)	2.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-658
S0327-02	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_240528/m64142_240409_061126.bc2012--bc2012.hifi_reads.fastq.gz	TRUST_PacBio_Set5_240528	MFS-659	MFS-659	0.77	0.0102724710303789	4.3.2.1	m64142_240409_061126.bc2012--bc2012.hifi_reads	no	4.3.2.1 (27)	4.3.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-659
	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_240528/m64142_240409_061126.bc2013--bc2013.hifi_reads.fastq.gz	TRUST_PacBio_Set5_240528	MFS-661	MFS-661				m64142_240409_061126.bc2013--bc2013.hifi_reads	no			nan
S0096-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2002--bc2002.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-737	MFS-737	0.32	0.0110660815152342	3.1.1	m64142_250205_154304.bc2002--bc2002.hifi_reads	no	3.1.1 (25)	3.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-737
S0113-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2003--bc2003.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-741	MFS-741	0.31	0.0144793778557811	4.1.2.1	m64142_250205_154304.bc2003--bc2003.hifi_reads	no	4.1.2.1 (22)	4.1.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-741
S0177-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2004--bc2004.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-753	MFS-753	0.41	0.0125655357684475	2.2.1.1	m64142_250205_154304.bc2004--bc2004.hifi_reads	no	2.2.1.1 (32)	2.2.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-753
S0191-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2005--bc2005.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-754	MFS-754	0.43	0.0089585208214022	4.1.1.1	m64142_250205_154304.bc2005--bc2005.hifi_reads	no	4.1.1.1 (40)	4.1.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-754
S0194-03	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2006--bc2006.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-756	MFS-756	0.42	0.0121644510598983	2.2.1	m64142_250205_154304.bc2006--bc2006.hifi_reads	no	2.2.1 (36)	2.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-756
S0430-02	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2007--bc2007.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-812	MFS-812	0.35	0.0089412580142089	2.2.1	m64142_250205_154304.bc2007--bc2007.hifi_reads	no	2.2.1 (44)	2.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-812
S0030-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2008--bc2008.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-15	MFS-15	0.4	0.0144108081060795	3	m64142_250205_154304.bc2008--bc2008.hifi_reads	no	3 (47)	3	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-15
S0053-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2009--bc2009.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-32	MFS-32	0.53	0.0115904390900783	2.2.1.1	m64142_250205_154304.bc2009--bc2009.hifi_reads	no	2.2.1.1 (40)	2.2.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-32
S0167-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2010--bc2010.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-84	MFS-84	0.79	0.1777573609835061	2.2.1	m64142_250205_154304.bc2010--bc2010.hifi_reads	yes	4.1.1.3 (9), 2.2.1 (40)	2.2.1,4.1.1.3	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-84
S0167-04	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2011--bc2011.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-85	MFS-85	0.8	0.2594181525673683	2.2.1,4.1.1.3	m64142_250205_154304.bc2011--bc2011.hifi_reads	yes	4.1.1.3 (12), 2.2.1 (33)	2.2.1,4.1.1.3	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-85
S0201-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2012--bc2012.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-117	MFS-117	1.1	0.0091780586364027	4.8	m64142_250205_154304.bc2012--bc2012.hifi_reads	no	4.8 (14)	4.8	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-117
S0229-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2013--bc2013.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-137	MFS-137	0.81	0.0089815762538382	4.1.1.1	m64142_250205_154304.bc2013--bc2013.hifi_reads	no	4.1.1.1 (43)	4.1.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-137
S0307-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2015--bc2015.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-258	MFS-258	0.82	0.0065450006849419	4.4.1.1	m64142_250205_154304.bc2015--bc2015.hifi_reads	no	4.4.1.1.1 (66)	4.4.1.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-258
S0313-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2016--bc2016.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-291	MFS-291	0.48	0.0118133260555967	2.2.1.1	m64142_250205_154304.bc2016--bc2016.hifi_reads	no	2.2.1.1 (78)	2.2.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-291
S0314-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2017--bc2017.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-292	MFS-292	0.45	0.0128940843074743	2.2.1.1	m64142_250205_154304.bc2017--bc2017.hifi_reads	no	2.2.1.1 (58)	2.2.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-292
S0072-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2018--bc2018.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-350	MFS-350	0.42	0.4081944073551291	4.1.2.1,4.8	m64142_250205_154304.bc2018--bc2018.hifi_reads	yes	4.1.2.1 (9), 4.8 (6)	4.1.2.1,4.8	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-350
S0072-06	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2019--bc2019.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-351	MFS-351	0.35	0.0235865417967395	4.1.2.1	m64142_250205_154304.bc2019--bc2019.hifi_reads	no	4.1.2.1 (19)	4.1.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-351
S0087-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2020--bc2020.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-353	MFS-353	0.36	0.4157682469438036	4.1.2.1,4.8	m64142_250205_154304.bc2020--bc2020.hifi_reads	yes	4.1.2.1 (6), 4.8 (6)	4.1.2.1,4.8	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-353
S0087-08	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2021--bc2021.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-354	MFS-354	0.43	0.008150528619999	4.8	m64142_250205_154304.bc2021--bc2021.hifi_reads	no	4.8 (14)	4.8	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-354
S0272-02	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2022--bc2022.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-383	MFS-383	0.39	0.0093328570152719	2.2.1	m64142_250205_154304.bc2022--bc2022.hifi_reads	no	2.2.1 (21)	2.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-383
S0326-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2023--bc2023.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-390	MFS-390	0.33	0.0427049416351031	4.8	m64142_250205_154304.bc2023--bc2023.hifi_reads	no	4.8.1 (4)	4.8.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-390
S0330-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2024--bc2024.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-395	MFS-395	0.77	0.0061048909840895	4.1.1.1	m64142_250205_154304.bc2024--bc2024.hifi_reads	no	4.1.1.1 (30)	4.1.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-395
S0330-08	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2025--bc2025.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-396	MFS-396	0.66	0.0073820848196591	4.1.1.1	m64142_250205_154304.bc2025--bc2025.hifi_reads	no	4.1.1.1 (36)	4.1.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-396
S0377-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2026--bc2026.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-470	MFS-470	0.87	0.0086297131957851	4.1.1.1	m64142_250205_154304.bc2026--bc2026.hifi_reads	no	4.1.1.1 (22)	4.1.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-470
S0390-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2027--bc2027.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-482	MFS-482	0.53	0.0060412481392088	4.3.3	m64142_250205_154304.bc2027--bc2027.hifi_reads	no	4.3.3 (29)	4.3.3	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-482
S0391-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2028--bc2028.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-483	MFS-483	0.4	0.4744635733026632	2.2.1.1,4.1.1.3	m64142_250205_154304.bc2028--bc2028.hifi_reads	yes	4.1.1.3 (7), 2.2.1.1 (5)	2.2.1.1,4.1.1.3	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-483
S0073-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2029--bc2029.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-557	MFS-557	0.47	0.0107035159227226	3.1.1	m64142_250205_154304.bc2029--bc2029.hifi_reads	no	3.1.1 (34)	3.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-557
S0110-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2030--bc2030.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-573	MFS-573	0.45	0.0058868287213167	4.1.1.1	m64142_250205_154304.bc2030--bc2030.hifi_reads	no	4.1.1.1 (5)	4.1.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-573
S0147-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2031--bc2031.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-602	MFS-602	0.47	0.0162050122479743	4.1.2.1	m64142_250205_154304.bc2031--bc2031.hifi_reads	no	4.1.2.1 (32)	4.1.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-602
S0153-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2032--bc2032.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-610	MFS-610	0.74	0.0104802204290494	2.2.1.1	m64142_250205_154304.bc2032--bc2032.hifi_reads	no	2.2.1.1 (5)	2.2.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-610
S0204-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2033--bc2033.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-630	MFS-630	0.49	0.1475594888698243	2.2.1	m64142_250205_154304.bc2033--bc2033.hifi_reads	yes	2.2.1 (17), 3.1.1 (4)	2.2.1,3.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-630
S0204-08	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2034--bc2034.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-631	MFS-631	0.59	0.314259328325075	2.2.1,3.1.1	m64142_250205_154304.bc2034--bc2034.hifi_reads	yes	2.2.1 (6), 3.1.1 (5)	2.2.1,3.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-631
S0204-m5	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2035--bc2035.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-632	MFS-632	0.77	0.0085300573805214	2.2.1	m64142_250205_154304.bc2035--bc2035.hifi_reads	no	2.2.1 (29)	2.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-632
S0215-02	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2036--bc2036.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-643	MFS-643	0.86	0.0203454647015855	4.1.2.1	m64142_250205_154304.bc2036--bc2036.hifi_reads	no	4.1.2.1 (13)	4.1.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-643
S0330-m5	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2037--bc2037.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-660	MFS-660	0.45	0.0064696566364524	4.1.1.1	m64142_250205_154304.bc2037--bc2037.hifi_reads	no	4.1.1.1 (18)	4.1.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-660
S0398-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2038--bc2038.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-673	MFS-673	0.47	0.0107365792759051	2.2.1.1	m64142_250205_154304.bc2038--bc2038.hifi_reads	no	2.2.1.1 (28)	2.2.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-673
S0401-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2039--bc2039.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-675	MFS-675	0.47	0.0080973228468482	4.3.3	m64142_250205_154304.bc2039--bc2039.hifi_reads	no	4.3.3 (14)	4.3.3	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-675
S0403-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2040--bc2040.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-677	MFS-677	0.49	0.0038294712985033	4.4.1.1	m64142_250205_154304.bc2040--bc2040.hifi_reads	no	4.4.1.1.1 (27)	4.4.1.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-677
S0255-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2048--bc2048.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-171	MFS-171	0.66	0.0088363074053165	4.1.1.1	m64142_250205_154304.bc2048--bc2048.hifi_reads	no	4.1.1.1 (34)	4.1.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-171
S0419-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2049--bc2049.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-690	MFS-690	0.44	0.0037321685281433	4.3.4.2.1	m64142_250205_154304.bc2049--bc2049.hifi_reads	no	4.3.4.2.1 (39)	4.3.4.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-690
S0443-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2051--bc2051.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-706	MFS-706	0.59	0.0068558892088303	2.2.1	m64142_250205_154304.bc2051--bc2051.hifi_reads	no	2.2.1 (16)	2.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-706
S0427-02	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2062--bc2062.hifi_reads.fastq.gz	TRUST_PacBio_Set6	MFS-696	MFS-696	0.45	0.1086368977673325	2.2.1	m64142_250205_154304.bc2062--bc2062.hifi_reads	no	2.2.1 (14)	2.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-696
S0292-08	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230421_105523.bc2073--bc2073.hifi_reads.fastq.gz	TRUST_PacBio_Set5_231017	MFS-311	MFS-311	0.54	0.0109741431148526	4.8	m64142_230421_105523.bc2073--bc2073.hifi_reads	no	4.8 (35)	4.8	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-311
	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230421_105523.bc2074--bc2074.hifi_reads.fastq.gz	TRUST_PacBio_Set5_231017	MFS-193	MFS-193				m64142_230421_105523.bc2074--bc2074.hifi_reads	no	2.2.1.1 (37)	2.2.1.1	nan
